ESTIMATE,GRP1,GRP2,PLOT_COUNT,SE,SE_PERCENT,VARIANCE
118541.6026032729,`2009 38041 ND Hettinger,`0003  Pasture (improved through cultural practices),20,26482.6402099845,22.3403763982,701330232.4914875
5935.2507337152,`2009 38041 ND Hettinger,`0009 Rangeland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2009 38041 ND Hettinger,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2009 38041 ND Hettinger,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
474656.6466261824,`2010 38043 ND Kidder,`0002 Cropland,80,52792.0100391805,11.1221470118,2786996323.9769344
290010.2255968912,`2010 38043 ND Kidder,`0003  Pasture (improved through cultural practices),49,41293.5318399744,14.238646846,1705155771.8189814
23741.0029348606,`2010 38043 ND Kidder,`0009 Rangeland,4,11873.1577987604,50.0111887915,140971876.11426482
11707.0893964,`2010 38043 ND Kidder,"`0011 Cultural (business, residential, other intense human activity)",2,8272.4331359622,70.6617405562,68433149.9889652
11870.5014674303,`2010 38043 ND Kidder,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
23414.1787928,`2010 38043 ND Kidder,`0017 Wetland,4,11688.3437593206,49.9199389513,136617379.8360488
19238.7253559448,`2010 38043 ND Kidder,`0022 Noncensus water (presnfcd is null),3,10813.4628357139,56.2067529717,116930978.4993658
79650.1415975455,`2010 38043 ND Kidder,`0023 Census water (presnfcd is null),13,21812.7609549856,27.385715226,475796540.47934234
5935.2507337152,`2011 38045 ND LaMoure,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
550922.2833906636,`2011 38045 ND LaMoure,`0002 Cropland,94,56684.1042855857,10.2889474604,3213087678.6591506
112769.763940588,`2011 38045 ND LaMoure,`0003  Pasture (improved through cultural practices),19,25848.7026808157,22.9216607161,668155430.2812101
1483.8126834288,`2011 38045 ND LaMoure,`0004 Idle farmland,1,1484.4685029222,100.0441982671,2203646.736167985
5935.2507337152,`2011 38045 ND LaMoure,"`0011 Cultural (business, residential, other intense human activity)",1,5937.8740116887,100.0441982671,35258347.77868776
1818.6676593235,`2011 38045 ND LaMoure,"`0012 Rights-of-way (improved road, railway, power line)",1,1819.4714789136,100.0441982671,3310476.4625801165
5935.2507337152,`2011 38045 ND LaMoure,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
23741.0029348606,`2011 38045 ND LaMoure,`0017 Wetland,4,11873.1577987604,50.0111887915,140971876.11426482
10725.1173580387,`2011 38045 ND LaMoure,`0020 Forest (presnfcd is null),3,6092.2282285011,56.8033712371,37115244.788145915
5935.2507337152,`2011 38045 ND LaMoure,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
11707.0893964,`2011 38045 ND LaMoure,`0023 Census water (presnfcd is null),2,8272.4331359622,70.6617405562,68433149.9889652
11870.5014674303,`2012 38047 ND Logan,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
338309.291821764,`2012 38047 ND Logan,`0002 Cropland,57,44647.0921030235,13.1971226278,1993362833.2558665
243181.8680112912,`2012 38047 ND Logan,`0003  Pasture (improved through cultural practices),41,37888.1480583913,15.5801698409,1435511763.2945786
5935.2507337152,`2012 38047 ND Logan,`0009 Rangeland,1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2012 38047 ND Logan,`0017 Wetland,1,5937.8740116887,100.0441982671,35258347.77868776
35943.4161685758,`2012 38047 ND Logan,`0023 Census water (presnfcd is null),6,14678.7785491176,40.8385738302,215466539.69403464
11870.5014674303,`2013 38049 ND McHenry,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
640843.6671702068,`2013 38049 ND McHenry,`0002 Cropland,108,61218.2659552711,9.5527613194,3747676086.5703044
372278.6590938201,`2013 38049 ND McHenry,`0003  Pasture (improved through cultural practices),63,46749.4315998468,12.5576447798,2185509354.908758
4451.4380502864,`2013 38049 ND McHenry,`0004 Idle farmland,1,4453.4055087665,100.0441982671,19832820.62551186
18375.9324750263,`2013 38049 ND McHenry,`0009 Rangeland,5,9518.0391857729,51.7962242118,90593069.94190857
11870.5014674303,`2013 38049 ND McHenry,"`0011 Cultural (business, residential, other intense human activity)",2,8396.811481586,70.7367882025,70506443.05729447
23741.0029348606,`2013 38049 ND McHenry,"`0012 Rights-of-way (improved road, railway, power line)",4,11873.1577987604,50.0111887915,140971876.11426482
5935.2507337152,`2013 38049 ND McHenry,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
17642.3401301152,`2013 38049 ND McHenry,`0016 Nonvegetated,3,10182.3987973155,57.7156926021,103681245.26757191
30008.1654348606,`2013 38049 ND McHenry,`0017 Wetland,5,13425.6918598511,44.7401287793,180249201.91567105
31298.70403615,`2013 38049 ND McHenry,`0020 Forest (presnfcd is null),8,12329.8022433872,39.3939705272,152024023.361037
19131.1532409223,`2013 38049 ND McHenry,`0022 Noncensus water (presnfcd is null),4,10524.5741996114,55.0127536332,110766662.08312492
36939.1514674303,`2013 38049 ND McHenry,`0023 Census water (presnfcd is null),6,14997.4145745942,40.6003223648,224922443.92225164
338145.8797507337,`2014 38051 ND McIntosh,`0002 Cropland,57,44630.1851630933,13.198500362,1991853427.6919942
260660.796070376,`2014 38051 ND McIntosh,`0003  Pasture (improved through cultural practices),44,39191.7543950916,15.0355385182,1535993612.5651782
5935.2507337152,`2014 38051 ND McIntosh,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
5935.2507337152,`2014 38051 ND McIntosh,`0017 Wetland,1,5937.8740116887,100.0441982671,35258347.77868776
23741.0029348606,`2014 38051 ND McIntosh,`0023 Census water (presnfcd is null),4,11873.1577987604,50.0111887915,140971876.11426482
5935.2507337152,`2015 38053 ND McKenzie,`0001 Agricultural land,1,5937.8740116887,100.0441982671,35258347.77868776
499765.7412950897,`2015 38053 ND McKenzie,`0002 Cropland,84,54246.7398655959,10.8544334642,2942708786.045626
348428.2990165787,`2015 38053 ND McKenzie,`0003  Pasture (improved through cultural practices),59,45229.771534332,12.9810843901,2045732233.047866
7036.3121222296,`2015 38053 ND McKenzie,`0008 Windbreak\/Shelterbelt,1,6511.1677078134,92.5366526485,42395304.91927179
799988.1523702125,`2015 38053 ND McKenzie,`0009 Rangeland,137,62875.3952357339,7.8595408006,3953315326.049751
17642.3401301152,`2015 38053 ND McKenzie,"`0011 Cultural (business, residential, other intense human activity)",3,10182.3987973155,57.7156926021,103681245.26757191
24013.9748121961,`2015 38053 ND McKenzie,"`0012 Rights-of-way (improved road, railway, power line)",4,12011.6182835398,50.0192840939,144278973.7894684
6267.1625,`2015 38053 ND McKenzie,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,6267.1625,100.0,39277325.80140625
8145.0647655402,`2015 38053 ND McKenzie,`0017 Wetland,2,6335.7419323974,77.7862683082,40141625.83393842
94269.8784184563,`2015 38053 ND McKenzie,`0020 Forest (presnfcd is null),24,21364.346303719,22.6629615548,456435292.985233
6163.4005173652,`2015 38053 ND McKenzie,`0022 Noncensus water (presnfcd is null),2,5942.2554726692,96.4119637516,35310400.1024673
74710.6261626849,`2015 38053 ND McKenzie,`0023 Census water (presnfcd is null),12,20988.968084122,28.0936851452,440536781.2362909
11870.5014674303,`2016 38055 ND McLean,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
901999.7870778979,`2016 38055 ND McLean,`0002 Cropland,152,72420.9534932474,8.0289324378,5244794504.871099
272204.4733957457,`2016 38055 ND McLean,`0003  Pasture (improved through cultural practices),46,40008.4059104225,14.6979237377,1600672543.493129
72730.3275874059,`2016 38055 ND McLean,`0009 Rangeland,13,20600.2193608911,28.324111886,424369037.71683156
5935.2507337152,`2016 38055 ND McLean,"`0011 Cultural (business, residential, other intense human activity)",1,5937.8740116887,100.0441982671,35258347.77868776
11870.5014674303,`2016 38055 ND McLean,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
17642.3401301152,`2016 38055 ND McLean,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,10182.3987973155,57.7156926021,103681245.26757191
5935.2507337152,`2016 38055 ND McLean,`0016 Nonvegetated,1,5937.8740116887,100.0441982671,35258347.77868776
35284.6802602303,`2016 38055 ND McLean,`0017 Wetland,6,14390.3722291336,40.7836265569,207082812.89301914
12867.6226270904,`2016 38055 ND McLean,`0020 Forest (presnfcd is null),3,7861.7189551937,61.0969033133,61806624.930451244
5935.2507337152,`2016 38055 ND McLean,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
129379.7983424303,`2016 38055 ND McLean,`0023 Census water (presnfcd is null),21,26923.0879226801,20.8093444785,724852663.2923651
268210.3930173152,`2017 38057 ND Mercer,`0002 Cropland,46,39703.9615123416,14.8032897106,1576404559.7735023
248790.2946029457,`2017 38057 ND Mercer,`0003  Pasture (improved through cultural practices),42,38292.1253590631,15.3913260243,1466286864.5142045
123084.8775309568,`2017 38057 ND Mercer,`0009 Rangeland,22,26621.5651986448,21.6286238673,708707733.6256965
5935.2507337152,`2017 38057 ND Mercer,`0010 Developed,1,5937.8740116887,100.0441982671,35258347.77868776
12971.5628559448,`2017 38057 ND Mercer,"`0011 Cultural (business, residential, other intense human activity)",2,8812.130996414,67.9342273115,77653652.69795954
11870.5014674303,`2017 38057 ND Mercer,"`0012 Rights-of-way (improved road, railway, power line)",2,8396.811481586,70.7367882025,70506443.05729447
12585.7803777217,`2017 38057 ND Mercer,`0020 Forest (presnfcd is null),3,7246.9429396758,57.5804020266,52518181.97091667
5935.2507337152,`2017 38057 ND Mercer,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
30840.4886626848,`2017 38057 ND Mercer,`0023 Census water (presnfcd is null),5,13696.3791958033,44.4103831998,187590803.0752346
533834.0786850204,`2018 38059 ND Morton,`0002 Cropland,90,55931.5222696827,10.4773232926,3128335183.4040074
450261.9954072005,`2018 38059 ND Morton,`0003  Pasture (improved through cultural practices),76,51394.0907519419,11.4142635346,2641352564.218835
16321.9395177167,`2018 38059 ND Morton,`0008 Windbreak\/Shelterbelt,3,9503.8878851071,58.2276871863,90323884.93268476
122829.6285825289,`2018 38059 ND Morton,`0009 Rangeland,21,26812.0677337119,21.8286646659,718886976.1571532
5935.2507337152,`2018 38059 ND Morton,`0010 Developed,1,5937.8740116887,100.0441982671,35258347.77868776
29676.2536685758,`2018 38059 ND Morton,"`0011 Cultural (business, residential, other intense human activity)",5,13273.6285126799,44.7281138008,176189213.8926284
17805.7522011455,`2018 38059 ND Morton,"`0012 Rights-of-way (improved road, railway, power line)",3,10283.2040646785,57.7521463205,105744285.83582015
5935.2507337152,`2018 38059 ND Morton,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
22544.7761729402,`2018 38059 ND Morton,`0020 Forest (presnfcd is null),6,11026.9123445023,48.9111635437,121592795.85333619
23746.0905590848,`2018 38059 ND Morton,`0023 Census water (presnfcd is null),4,11859.4523633618,49.9427572461,140646610.35884833
11870.5014674303,`2019 38061 ND Mountrail,`0001 Agricultural land,2,8396.811481586,70.7367882025,70506443.05729447
650451.7613150418,`2019 38061 ND Mountrail,`0002 Cropland,110,61623.475280256,9.4739500983,3797452705.6163225
316228.6176855185,`2019 38061 ND Mountrail,`0003  Pasture (improved through cultural practices),54,42939.2047477055,13.578532222,1843775304.3653746
5771.8386626848,`2019 38061 ND Mountrail,`0007 Maintained wildlife opening,1,5759.7571311886,99.7906814067,33174802.21027744
93647.6148891198,`2019 38061 ND Mountrail,`0009 Rangeland,16,23251.9850003718,24.8292335346,540654806.4575175
11870.5014674303,`2019 38061 ND Mountrail,"`0011 Cultural (business, residential, other intense human activity)",2,8396.811481586,70.7367882025,70506443.05729447
29676.2536685758,`2019 38061 ND Mountrail,"`0012 Rights-of-way (improved road, railway, power line)",5,13273.6285126799,44.7281138008,176189213.8926284
11870.5014674303,`2019 38061 ND Mountrail,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",2,8396.811481586,70.7367882025,70506443.05729447
17810.8398253697,`2019 38061 ND Mountrail,`0017 Wetland,3,10265.8785586116,57.6383744914,105388262.58016059
5771.8386626848,`2019 38061 ND Mountrail,`0018 Beach,1,5759.7571311886,99.7906814067,33174802.21027744
14198.654461653,`2019 38061 ND Mountrail,`0020 Forest (presnfcd is null),4,7802.2822304408,54.9508564457,60875608.00345269
12202.4132337152,`2019 38061 ND Mountrail,`0022 Noncensus water (presnfcd is null),2,8633.4045185022,70.7516157103,74535673.58009401
50137.3,`2019 38061 ND Mountrail,`0023 Census water (presnfcd is null),8,17368.0701908646,34.6410161514,301649862.15480006
385627.885620455,`2020 38063 ND Nelson,`0002 Cropland,65,47634.4415300833,12.3524369752,2269040019.8829226
148381.268342879,`2020 38063 ND Nelson,`0003  Pasture (improved through cultural practices),25,29637.5259501005,19.9738998602,878382944.4428827
5935.2507337152,`2020 38063 ND Nelson,`0008 Windbreak\/Shelterbelt,1,5937.8740116887,100.0441982671,35258347.77868776
6195.2147158519,`2020 38063 ND Nelson,"`0012 Rights-of-way (improved road, railway, power line)",2,5943.5292330312,95.937421149,35325539.74389675
17805.7522011455,`2020 38063 ND Nelson,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,10283.2040646785,57.7521463205,105744285.83582015
53417.2566034364,`2020 38063 ND Nelson,`0017 Wetland,9,17803.2592523187,33.328666398,316956040.00527245
5675.2867515784,`2020 38063 ND Nelson,`0020 Forest (presnfcd is null),1,5677.7951299767,100.0441982671,32237357.537987243
5935.2507337152,`2020 38063 ND Nelson,`0022 Noncensus water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
23909.5026301152,`2020 38063 ND Nelson,`0023 Census water (presnfcd is null),4,11956.5283869934,50.0074324923,142958571.06897816
207733.7756800306,`2021 38065 ND Oliver,`0002 Cropland,35,35042.0024357321,16.8687072293,1227941934.7058544
160088.357739279,`2021 38065 ND Oliver,`0003  Pasture (improved through cultural practices),27,30766.2116928591,19.2182692904,946559781.9298221
79198.6507988714,`2021 38065 ND Oliver,`0009 Rangeland,14,21284.7707675636,26.8751683935,453041466.62773204
10320.0834002678,`2021 38065 ND Oliver,"`0012 Rights-of-way (improved road, railway, power line)",2,7382.0410804912,71.530827748,54494530.51406029
5935.2507337152,`2021 38065 ND Oliver,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
10890.2920609276,`2021 38065 ND Oliver,`0020 Forest (presnfcd is null),4,6512.3079327096,59.799203697,42410154.61043206
5935.2507337152,`2021 38065 ND Oliver,`0023 Census water (presnfcd is null),1,5937.8740116887,100.0441982671,35258347.77868776
7036.3121222296,`2022 38067 ND Pembina,`0001 Agricultural land,1,6511.1677078134,92.5366526485,42395304.91927179
567705.5159534544,`2022 38067 ND Pembina,`0002 Cropland,96,57602.2568218424,10.1465029321,3318019990.969485
35611.5044022909,`2022 38067 ND Pembina,`0003  Pasture (improved through cultural practices),6,14539.4738271683,40.8280247386,211396299.170911
12971.5628559448,`2022 38067 ND Pembina,`0008 Windbreak\/Shelterbelt,2,8812.130996414,67.9342273115,77653652.69795954
16321.9395177167,`2022 38067 ND Pembina,"`0011 Cultural (business, residential, other intense human activity)",3,9503.8878851071,58.2276871863,90323884.93268476
5045.7503725073,`2022 38067 ND Pembina,"`0012 Rights-of-way (improved road, railway, power line)",2,4546.6936612306,90.1093658141,20672423.24907408
5935.2507337152,`2022 38067 ND Pembina,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",1,5937.8740116887,100.0441982671,35258347.77868776
1483.8126834288,`2022 38067 ND Pembina,`0017 Wetland,1,1484.4685029222,100.0441982671,2203646.736167985
56963.1598344185,`2022 38067 ND Pembina,`0020 Forest (presnfcd is null),13,16978.1205677678,29.8054402479,288256578.01365846
6267.1625,`2022 38067 ND Pembina,`0023 Census water (presnfcd is null),1,6267.1625,100.0,39277325.80140625
409700.8003216005,`2023 38069 ND Pierce,`0002 Cropland,69,49113.0649777082,11.9875443102,2412093151.5045896
178057.5220114547,`2023 38069 ND Pierce,`0003  Pasture (improved through cultural practices),30,32454.4387692251,18.2269405991,1053290595.8253814
5935.2507337152,`2023 38069 ND Pierce,"`0012 Rights-of-way (improved road, railway, power line)",1,5937.8740116887,100.0441982671,35258347.77868776
17642.3401301152,`2023 38069 ND Pierce,"`0015 Other (undeveloped beach, marsh, bog,snow, ice)",3,10182.3987973155,57.7156926021,103681245.26757191
